num,name,tag,ingredients,recipes
59,시금치김치,"['부식', '김치류', '발효']","['시금치\n400 g', '찹쌀풀\n100 g', '(양념류)', '소금\n1 테이블스푼', '청장\n2 테이블스푼', '고춧가루\n3 테이블스푼']","['1. 1. 시금치는 다듬어서 씻은 뒤 소금을 뿌려 숨을 죽인다.', '2. 2. 시금치가 숨이 죽으면 씻어서 찹쌀풀, 청장, 고춧가루로 만든 양념에 넣고 살살 버무린다.']"
60,양배추물김치,"['부식', '김치류', '발효']","['양배추\n700 g', '깻잎\n45 g', '홍고추\n40 g', '찹쌀풀\n11 g', '물\n2000 g', '(양념류)', '청장\n2 테이블스푼', '소금\n1 테이블스푼']","['1. 1. 양배추는 소금에 절이고 홍고추는 가늘게 4cm 길이로 채썬다.', '2. 2. 절인 양배추 사이에 깻잎과 홍고추를 넣는다.', '3. 3. 물, 찹쌀풀, 청장, 소금을 넣어 국물을 만들어 양배추에 붓는다.']"
61,연근겉절이,"['부식', '김치류', '발효']","['연근\n300 g', '배\n150 g', '(양념류)', '고춧가루\n2 테이블스푼', '소금\n1 테이블스푼']","['1. 1. 연근은 손질하여 깨끗이 씻어 0.5cm 두께로 썬다.', '2. 2. 배는 껍질을 벗겨 강판에 갈고 여기에 고춧가루, 소금을 넣어 양념장을 만든다.', '3. 3. 연근에 양념장을 넣어서 골고루 버무린다.']"
62,연근물김치,"['부식', '김치류', '발효']","['연근\n300 g', '배즙\n100 g', '미나리\n100 g', '대추\n16 g', '물\n1000 g', '홍고추\n10 g', '(양념류)', '소금\n2 테이블스푼']","['1. 1. 연근은 껍질을 벗겨 손질을 하고 0.5cm 두께로 썬다.', '2. 2. 미나리는 잎을 떼어내고 줄기를 깨끗이 씻어 2cm 길이로 썬다.', '3. 3. 대추는 씨를 빼고 채를 썬다.', '4. 4. 물에 고춧가루물을 들이고 배즙, 소금을 넣어 간을 맞춘다.', '5. 5. 연근, 미나리, 대추에 국물을 붓는다.']"
63,오이깍두기,"['부식', '김치류', '발효']","['오이\n600 g', '(양념류)', '배즙\n1/4 컵', '소금\n1 티스푼', '청장\n2 테이블스푼', '고춧가루\n2 테이블스푼']","['1. 1. 오이는 소금으로 비벼 깨끗이 씻은 후 사방 2cm 크기로 깍둑썰기를 한다.', '2. 2. 오이는 소금을 뿌려 절인다.', '3. 3. 청장, 고춧가루, 배즙을 섞어 양념장을 만든다.', '4. 4. 오이에 물기가 생기면 양념장을 넣고 잘 버무린다.']"
64,우엉김치,"['부식', '김치류', '발효']","['우엉\n200 g', '찹쌀풀\n50 g', '(양념류)', '고춧가루\n4 테이블스푼', '청장\n1 테이블스푼', '소금\n1 티스푼']","['1. 1. 우엉은 껍질을 벗기고 길이 3cm, 두께 0.5cm 정도로 어슷 썬다.', '2. 2. 찹쌀풀에 고추장, 청장, 소금을 넣어 양념장을 만든다.', '3. 3. 우엉에 양념장을 넣고 간이 골고루 배게 잘 섞는다.']"
65,동치미,"['계절식', '겨울', '부식', '김치류', '발효']","['무\n2 개', '생강\n20 g', '고추씨\n1/2 컵', '청각\n50 g', '청고추\n20 개', '배\n1 개', '사과\n1 개', '소금\n약간']","['1. 1. 무는 단단하고 작은 것으로 골라 무청과 잔털을 제거한 뒤 깨끗이 씻어 굵은 소금에 굴려 2~3일 정도 절여준다.', '2. 2. 생강은 씻어 껍질을 벗긴 뒤 0.3cm 두께로 편썬다.', '3. 3. 배와 사과는 씨를 제거하고 큼직하게 썰어 준비한다.', '4. 4. 청고추는 깨끗이 씻어서 이쑤시개로 군데군데 구멍을 뚫는다.', '5. 5. 청각은 물에 불려준다.', '6. 6. 베 보자기에 생강, 고추씨, 배, 사과를 넣는다.', '7. 7. 항아리 밑에 4번의 베 보자기를 넣은 뒤 무청, 청각, 고추를 넣어준다.', '8. 8. 소금에 절여진 무는 물에 씻어 항아리에 차곡차곡 넣는다.', '9. 9. 무를 절여 생긴 소금물에 물을 섞어 간을 맞춰 항아리에 부어준다.']"
66,배추김치,"['계절식', '겨울', '부식', '김치류', '발효']","['배추\n1 통', '고춧가루\n1/2 컵', '건고추\n10 개', '건표고\n5 개', '늙은호박\n100 g', '찹쌀가루\n3 테이블스푼', '건다시마\n5 장', '청각\n20 g', '간장\n1/2 컵', '생강\n20 g', '굵은 소금\n1 컵']","['1. 1. 배추는 뿌리 밑동과 겉잎을 다듬고, 길이로 포기의 반만 칼집을 넣어 손으로 쪼갠다.', '2. 2. 굵은 소금 ½컵을 물에 녹여 배추를 절인 뒤 남은 소금은 배추 사이사이에 켜켜이 뿌린다.', '3. 3. 3시간 정도 배추를 절인 후, 뒤집어서 3시간 정도 더 절인다.', '4. 4. 절여진 배추는 물에 깨끗이 씻어, 채반에 건져 물기를 뺀다.', '5. 5. 늙은 호박은 껍질을 벗긴 뒤 씨를 제거하고 잘게 자른다.', '6. 6. 냄비에 물, 건표고, 다시마를 넣고 끓이다가 10분 뒤 건더기를 건져낸다.', '7. 7. 6의 냄비에 호박을 넣고 끓이다가 찹쌀가루를 넣고 끓여 찹쌀풀을 만든다.', '8. 8. 건고추는 물에 불려 놓는다.', '9. 9. 믹서기에 간장, 고춧가루, 생강, 불린 건고추를 넣고 곱게 간다.', '10. 10. 청각은 굵게 다진 뒤 9의 양념에 섞는다.', '11. 11. 10번의 양념에 찹쌀풀을 섞어 배추소를 만든다.', '12. 12. 배춧잎 사이사이에 배추소를 발라 김치를 담는다.']"
67,연근김치,"['계절식', '겨울', '부식', '김치류', '발효']","['연근\n1 개', '밤\n2 개', '미나리\n30 g', '홍고추\n3 개', '(양념)', '채수\n1/2 컵', '고춧가루\n1 테이블스푼', '소금\n1/2 테이블스푼', '설탕\n1/2 테이블스푼', '간장\n1/2 테이블스푼', '참깨\n1 테이블스푼', '(연근절임물)', '물\n1/2 개', '배\n1 개', '생강즙\n1 티스푼', '소금\n약간']","['1. 1. 연근은 깨끗이 씻어 껍질을 벗겨 0.5cm 두께로 썬다.', '2. 2. 무는 깨끗이 씻어 껍질을 벗긴 뒤 강판에 갈아 베 보자기에 걸러 무즙을 만든다.', '3. 3. 배는 깨끗이 씻어 껍질을 벗긴 뒤 강판에 갈아 베 보자기에 걸러 배즙을 만든다.', '4. 4. 큰 그릇에 무즙 1컵, 배즙 ½컵, 생강즙을 넣고 소금으로 짭짤하게 간을 하여 연근을 절인다.', '5. 5. 홍고추는 씨를 빼지 말고 채수 ½컵을 넣어 믹서기에 곱게 간다.', '6. 6. 밤은 씻어서 껍질을 벗긴 뒤 납작하게 썬다.', '7. 7. 미나리는 깨끗이 씻어 줄기만 다듬어 3cm 길이로 썬다.', '8. 8. 연근이 절여지면 물에 한 번 헹궈서 물기를 제거한다.', '9. 9. 볼에 갈아 놓은 홍고추에 소금, 설탕, 간장, 고춧가루를 섞어 절인 연근, 밤, 미나리, 참깨를 넣어 버무린다.', '10. 10. 간을 보고 소금으로 간을 맞춘다.']"
68,콩잎김치,"['계절식', '여름', '부식', '김치류', '발효']","['콩잎\n200 g', '청고추\n4 개', '생강\n10 g', '보리쌀\n1/4 컵', '된장\n4 테이블스푼', '물\n2.5 컵']","['1. 1. 콩잎은 너무 여리면 풋내가 나기 때문에 진녹색이 되기 직전의 것으로 골라 깨끗이 씻어 차곡차곡 채반에 건져 물기를 제거한다.', '2. 2. 청고추는 깨끗이 씻어 길이로 반 갈라 0.5cm 너비로 채를 썬다.', '3. 3. 생강은 깨끗이 씻어 껍질을 벗긴 뒤 0.2cm 너비로 채를 썬다.', '4. 4. 보리쌀은 깨끗이 씻어 5배의 물을 붓고 푹 삶아 채반에 받친다. 보리 삶은 물은 따로 받아 식혀준다.', '5. 5. 보리 삶은 물이 완전히 식으면 체에 밭쳐 된장을 풀어 간을 맞춘다.', '6. 6. 저장용기에 콩잎 여러장과 채 썬 고추, 생강을 켜켜이 담는다.', '7. 7. 그 위에 된장 푼 보리물을 콩잎이 잠길 정도로 붓는다.', '8. 8. 2~3일 뒤에 먹을 수 있다.']"
69,고구마순 김치,"['계절식', '가을', '부식', '김치류', '발효']","['고구마 줄기\n1 kg', '청고추\n10 개', '홍고추\n2 개', '(양념)', '찹쌀풀\n3 테이블스푼', '고춧가루\n5 테이블스푼', '생강즙\n1 티스푼', '간장\n2 테이블스푼', '채수\n1/2 컵', '소금\n약간', '매실효소\n2 테이블스푼', '참깨\n1 테이블스푼']","['1. 1. 고구마 줄기는 소금물에 30~60분 정도 담갔다 고구마 줄기의 잎 부분과 줄기 끝부분을 꺾어 아래로 당겨 껍질을 벗긴다.', '2. 2. 잘 절여진 고구마 줄기는 씻어서 체에 밭쳐 물기를 뺀다.', '3. 3. 홍고추는 씻어 0.2cm 너비로 어슷 썬다.', '4. 4. 찹쌀풀에 고춧가루, 생강즙, 간장, 채수, 매실효소, 소금, 참깨를 넣고 잘 버무린다.', '5. 5. 고구마 줄기에 고추와 양념을 넣고 버무려 소금으로 간을 한다.']"
70,깍두기,"['계절식', '가을', '부식', '김치류', '발효']","['무\n1 개', '굵은 소금\n1 컵', '(찹쌀풀)', '물\n1/2 컵', '찹쌀가루\n1/2 테이블스푼', '(양념)', '찹쌀풀\n20 g', '청각\n20 g', '건고추\n10 개', '배\n1/4 개', '생강\n20 g', '고춧가루\n1/2 컵', '설탕\n1 테이블스푼', '참깨\n1/2 테이블스푼']","['1. 1. 무는 씻어 껍질을 벗기고 사방 2cm 크기로 깍둑썰기 한다.', '2. 2. 자른 무에 굵은 소금을 뿌려 20분 정도 절인다.', '3. 3. 절인 무는 맑은 물에 헹군 뒤 채반에 올려 물기를 뺀다.', '4. 4. 찹쌀가루에 물을 넣고 잘 풀어준 뒤 냄비에 넣고 맑은 빛깔이 될 때까지 저으면서 끓여준다.', '5. 5. 청각은 물에 비비면서 씻어 물기를 짜서 0.5cm 길이로 잘게 자른다.', '6. 6. 건고추는 3cm 크기로 잘라 물에 불린다.', '7. 7. 배는 씻어서 껍질을 벗긴 뒤 씨를 빼고 큼직하게 자른다.', '8. 8. 생강은 씻어 껍질 벗긴 뒤 편 썬다.', '9. 9. 믹서기에 불린 건고추, 배, 생강을 넣고 갈아준 뒤 고춧가루, 찹쌀풀, 설탕, 참깨를 섞어 양념장을 만들어준다.', '10. 10. 큰 볼에 절인 무와 양념장을 넣고 버무린 뒤 용기에 넣어 보관한다.']"
71,취나물 물김치,"['계절식', '봄', '부식', '김치류', '발효']","['취나물\n200 g', '생강\n10 g', '청고추\n1 개', '홍고추\n1 개', '(밀가루풀)', '밀가루\n4 테이블스푼', '물\n6 컵', '소금\n1 테이블스푼', '(고춧가루물)', '고운고춧가루\n3 테이블스푼', '물\n1 컵', '매실효소\n2 테이블스푼']","['1. 1. 밀가루 4큰술을 물 1컵에 잘 섞어준다.', '2. 2. 냄비에 물 5컵을 넣고 끓여 1의 밀가루 물을 넣고 거품기로 저으면서 끓이다가 소금 1큰술을 넣고 식힌다.', '3. 3. 청·홍고추는 깨끗이 씻어 어슷썰기 한다.', '4. 4. 생강은 깨끗이 씻어 껍질을 벗긴 뒤 0.3cm 두께로 채를 썬다.', '5. 5. 물 1컵에 고운 고춧가루 3큰술, 매실효소 2큰술을 섞어 고춧가루물을 낸다.', '6. 6. 2의 밀가루 풀에 고춧가루물, 청·홍고추, 생강채를 넣고 섞어준다.', '7. 7. 취나물은 깨끗이 씻어 먹기 좋게 손질한다.', '8. 8. 6의 물이 따뜻할 때 취나물을 넣고 버무린 후 용기에 보관한다. \n(하루 숙성 후 먹을 수 있다.)']"
72,상추대궁김치(상추대김치),"['계절식', '여름', '부식', '김치류', '발효']","['상추대궁\n300 g', '밀가루\n2 테이블스푼', '찹쌀가루\n1 테이블스푼', '생강즙\n2 테이블스푼', '고춧가루\n1/2 컵', '청고추\n3 개', '홍고추\n3 개', '소금\n4 테이블스푼', '물']","['1. 1. 대궁이 오른 상추를 깨끗이 씻어주고, 대궁이 너무 단단하면 껍질을 약간만 벗겨 방망이로 살살 두드려준다.', '2. 2. 냄비에 밀가루, 찹쌀가루, 물을 넣고 묽게 풀을 쑤어 식혀준다.', '3. 3. 청·홍고추는 깨끗이 씻어 길이로 반 갈라 씨를 제거하고 0.5cm 너비로 채를 썬다.', '4. 4. 식힌 풀에 고춧가루를 엷게 풀고, 생강즙과 소금을 약간 짜다 싶을 정도로 넣어 간을 맞춘다.', '5. 5. 4의 양념에 상추와 청·홍고추를 넣고 살살 버무린다.', '6. 6. 항아리에 5의 상추대궁김치를 넣어 보관한다.']"
73,얼갈이오이김치,"['계절식', '여름', '부식', '김치류', '발효']","['얼갈이\n1 단', '오이\n2 개', '청고추\n10 개', '홍고추\n10 개', '생강\n20 g', '매실효소\n2 테이블스푼', '물\n1 컵', '굵은 소금\n약간', '(보리풀)', '보리가루\n2.5 테이블스푼', '물\n4 컵', '굵은 소금\n2 테이블스푼', '간장\n1 테이블스푼']","['1. 1. 볼에 보리가루, 물, 굵은 소금, 간장을 넣고 잘 섞어준 뒤 냄비에서 끓여 보리풀을 만든다.', '2. 2. 청고추, 홍고추는 깨끗이 씻어 꼭지를 떼고 2등분 한다.', '3. 3. 생강은 깨끗이 씻어 껍질을 벗긴 뒤 편썬다.', '4. 4. 믹서기에 물 1컵, 청양고추, 홍고추, 생강을 넣고 갈아준다.', '5. 5. 식힌 보리풀에 4의 양념과 매실효소를 섞는다.', '6. 6. 얼갈이는 깨끗이 씻은 뒤 반으로 잘라 소금물에 담가 30분 정도 절인다.', '7. 7. 오이는 깨끗이 씻은 뒤 5cm 길이로 잘라 4등분 한다.', '8. 8. 그릇에 양념장, 오이, 얼갈이를 넣고 잘 버무린 후 1일간 숙성시킨다.']"
74,연근물김치,"['계절식', '여름', '부식', '김치류', '발효']","['연근\n200 g', '미나리\n20 g', '배\n1/4 개', '청고추\n1/2 개', '홍고추\n1/2 개', '밤\n1 개', '대추\n1 개', '생강즙\n1 테이블스푼', '고춧가루\n3 테이블스푼', '잣\n약간', '감초물\n8 컵', '소금\n약간', '채수\n1/2 컵']","['1. 1. 연근은 껍질을 벗겨 0.5cm 두께로 썰어 준다.', '2. 2. 배를 강판에 갈아 베보자기에 걸러 배즙을 준비한다.', '3. 3. 큰 그릇에 배즙, 생강즙을 넣고 소금으로 짭짤하게 간을 하여 연근을 절여준다.', '4. 4. 홍고추는 씨를 빼지 말고 채수 ½컵을 넣어 믹서기에 곱게 갈아준다.', '5. 5. 밤은 손질하여 납작하게 썰어준다.', '6. 6. 대추는 돌려깎아 씨를 빼낸 뒤 0.5cm 너비로 채를 썬다.', '7. 7. 미나리는 줄기만 다듬어 3cm 길이로 썬다.', '8. 8. 볼에 갈아 놓은 홍고추에 감초물, 고춧가루, 연근, 밤, 미나리, 대추, 잣을 넣어 버무려 준다.', '9. 9. 소금으로 간을 맞춘다.']"
75,열무겉절이,"['계절식', '여름', '부식', '김치류']","['열무\n1 단', '오이\n1 개', '홍고추\n3 개', '소금\n1/2 컵', '(양념장)', '간장\n2 테이블스푼', '고춧가루\n2 테이블스푼', '매실효소\n1 테이블스푼', '생강즙\n1 티스푼', '사과\n1/4 개', '참깨\n1 테이블스푼']","['1. 1. 열무는 손질하여 5~6cm 길이로 잘라 씻은 뒤, 소금을 넣고 고루 섞어 20분 정도 절인 다음, 채반에 건져 5분 정도 물기를 뺀다.', '2. 2. 오이는 깨끗이 씻어 길이로 반 갈라 0.5cm 두께로 어슷썬다.', '3. 3. 홍고추는 깨끗이 씻어 5×0.5cm 크기로 채를 썬다.', '4. 4. 사과는 깨끗이 씻어 강판에 갈아 즙을 만든다.', '5. 5. 사과즙, 간장, 고춧가루, 매실효소, 생강즙, 참깨를 섞어 겉절이 양념장을 만든다.', '6. 6. 그릇에 열무와 오이, 채 썬 홍고추를 담고 겉절이 양념을 넣고 살살 버무려 그릇에 담아낸다.']"
76,열무김치,"['계절식', '여름', '부식', '김치류', '발효']","['열무\n1 단', '건고추\n70 g', '생강\n20 g', '보리\n1/4 컵', '물\n6 컵', '소금\n2 테이블스푼']","['1. 1. 열무는 손질하여 5~6cm 길이로 잘라 씻은 뒤, 소금 2큰술을 넣고 고루 섞어 1시간 정도 절인 다음, 채반에 건져 5분 정도 물기를 뺀다.', '2. 2. 생강은 씻은 뒤 껍질을 벗겨 다진다.', '3. 3. 건고추는 먼지만 털어내는 느낌으로 씻어주고, 꼭지를 떼고 씨를 제거한 후 믹서기에 물 1컵을 붓고 곱게 갈아준다.', '4. 4. 보리에 물 5컵을 붓고 보리가 푹 퍼지도록 삶아 체에 걸러 물만 받아놓는다.', '5. 5. 보리쌀 삶은 물에 건고추 간 것과 다진 생강, 소금을 넣고 버무려 준다.', '6. 6. 5의 양념에 열무를 넣어 잘 버무려주고 저장용기에 넣고 나머지 국물도 붓는다.', '7. 7. 열무가 익을 때까지 저장용기를 움직이지 않아야 열무김치의 맛이 변하지 않는다.']"
77,생두부 양념김치,"['계절식', '봄', '부식', '김치류', '발효']","['두부\n1 모', '검정깨\n약간', '(양념김치)', '김치\n200 g', '고춧가루\n1 티스푼', '설탕\n1 티스푼', '간장\n2 테이블스푼', '매실효소\n1 테이블스푼', '참기름\n1 테이블스푼', '참깨가루\n1 테이블스푼']","['1. 1. 두부는 흐르는 물에 씻은 뒤 5×3×1cm 크기로 자른다.', '2. 2. 김치는 속을 털어내고 1cm 크기로 자른다.', '3. 3. 고춧가루, 설탕, 간장, 매실효소, 참기름, 참깨가루를 넣어 양념을 만든다.', '4. 4. 김치에 양념을 넣고 조물조물 버무린다.', '5. 5. 접시에 두부와 양념 김치를 담아 검정깨를 뿌린다.']"
